SURVYEAR,LEAID,FIPST,STID,NAME,PHONE,MSTREE,MCITY,MSTATE,MZIP,MZIP4,LSTREE,LCITY,LSTATE,LZIP,LZIP4,TYPE,UNION,CONUM,CONAME,CSA,CBSA,METMIC,ULOCAL,CDCODE,LATCOD,LONCOD,BOUND,GSLO,GSHI
2013,4807500,48,180903,ADRIAN ISD,8065386203,P O BOX 189,ADRIAN,TX,79001,0189,301 MATADOR DR,ADRIAN,TX,79001,0189,1,000,48359,OLDHAM COUNTY,108,11100,1,00:00:00,4813,35.275137,-102.665742,1,PK,12
2013,4807530,48,178901,AGUA DULCE ISD,3619982542,P O BOX 250,AGUA DULCE,TX,78330,0250,1 LONGHORN DR,AGUA DULCE,TX,78330,0250,1,000,48355,NUECES COUNTY,204,18580,1,00:00:00,4827,27.784333,-97.913999,1,PK,12
2013,4807590,48,015901,ALAMO HEIGHTS ISD,2108242483,7101 BROADWAY ST,SAN ANTONIO,TX,78209,3797,7101 BROADWAY ST,SAN ANTONIO,TX,78209,3797,1,000,48029,BEXAR COUNTY,N,41700,1,00:00:00,4821,29.49245,-98.466851,1,PK,12
2013,4807650,48,250906,ALBA-GOLDEN ISD,9037682472,1373 CR 2377,ALBA,TX,75410,9706,HWY 69 N,ALBA,TX,75410,9706,1,000,48499,WOOD COUNTY,N,N,0,00:00:00,4805,32.73026,-95.547375,1,PK,12
2013,4807680,48,209901,ALBANY ISD,3257622823,P O BOX 2050,ALBANY,TX,76430,0188,501 E S FIRST ST,ALBANY,TX,76430,0188,1,000,48417,SHACKELFORD COUNTY,N,N,0,00:00:00,4819,32.724666,-99.293984,1,PK,12
2013,4807710,48,101902,ALDINE ISD,2814491011,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032,3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032,3099,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4829,29.93406,-95.353671,1,PK,12
2013,4807780,48,184907,ALEDO ISD,8174418327,1008 BAILEY RANCH RD,ALEDO,TX,76008,4407,1008 BAILEY RANCH RD,ALEDO,TX,76008,4407,1,000,48367,PARKER COUNTY,206,19100,1,00:00:00,4812,32.711111,-97.615993,1,PK,12
2013,4807800,48,125901,ALICE ISD,3616640981,2 COYOTE TRL,ALICE,TX,78332,4140,2 COYOTE TRL,ALICE,TX,78332,4140,1,000,48249,JIM WELLS COUNTY,204,10860,2,00:00:00,4834,27.756769,-98.051586,1,PK,12
2013,4807830,48,101903,ALIEF ISD,2814988110,P O BOX 68,ALIEF,TX,77411,0068,4250 COOK RD,HOUSTON,TX,77072,1115,1,000,48201,HARRIS COUNTY,288,26420,1,00:00:00,4809,29.712258,-95.596391,1,PK,12
2013,4807890,48,043901,ALLEN ISD,9727270511,P O BOX 13,ALLEN,TX,75013,0013,612 E BETHANY RD,ALLEN,TX,75002,2837,1,000,48085,COLLIN COUNTY,206,19100,1,00:00:00,4803,33.08511,-96.664151,1,PK,12
2013,4807950,48,022901,ALPINE ISD,4328377700,704 W SUL ROSS AVE,ALPINE,TX,79830,4430,704 W SUL ROSS AVE,ALPINE,TX,79830,4430,1,000,48043,BREWSTER COUNTY,N,N,0,00:00:00,4823,30.35749,-103.668096,1,PK,12
2013,4807980,48,037901,ALTO ISD,9368587101,244 COUNTY RD 2429,ALTO,TX,75925,9599,244 COUNTY RD 2429,ALTO,TX,75925,9599,1,000,48073,CHEROKEE COUNTY,540,27380,2,00:00:00,4805,31.661717,-95.074027,1,PK,12
2013,4808090,48,020901,ALVIN ISD,2813881130,301 E HOUSE ST,ALVIN,TX,77511,3581,301 E HOUSE ST,ALVIN,TX,77511,3581,1,000,48039,BRAZORIA COUNTY,288,26420,1,00:00:00,4822,29.41914,-95.241381,1,PK,12
2013,4808100,48,249901,ALVORD ISD,9404275975,P O BOX 70,ALVORD,TX,76225,0070,100 MOSLEY LN,ALVORD,TX,76225,0070,1,000,48497,WISE COUNTY,206,19100,1,00:00:00,4813,33.360659,-97.700808,1,PK,12
2013,4808130,48,188901,AMARILLO ISD,8063261000,7200 I 40 W,AMARILLO,TX,79106,2598,7200 I 40 W,AMARILLO,TX,79106,2598,1,000,48375,POTTER COUNTY,108,11100,1,00:00:00,4813,35.18773,-101.917321,1,PK,12
2013,4808160,48,140901,AMHERST ISD,8062463501,P O BOX 248,AMHERST,TX,79312,0248,100 N MAIN,AMHERST,TX,79312,0248,1,000,48279,LAMB COUNTY,N,N,0,00:00:00,4819,34.026265,-102.42724,1,PK,12
2013,4808190,48,036901,ANAHUAC ISD,4092672000,P O BOX 369,ANAHUAC,TX,77514,0369,804 MIKHAEL RICKS DR,ANAHUAC,TX,77514,0369,1,000,48071,CHAMBERS COUNTY,288,26420,1,00:00:00,4836,29.771106,-94.678603,1,PK,12
2013,4808230,48,093901,ANDERSON-SHIRO CISD,9368734500,458 FM 149 W,ANDERSON,TX,77830,0289,458 FM 149 W,ANDERSON,TX,77830,0289,1,000,48185,GRIMES COUNTY,N,N,0,00:00:00,4808,30.48792,-95.995621,1,PK,12
2013,4808280,48,002901,ANDREWS ISD,4325233640,405 NW 3RD ST,ANDREWS,TX,79714,5098,405 NW 3RD ST,ANDREWS,TX,79714,5098,1,000,48003,ANDREWS COUNTY,N,11380,2,00:00:00,4811,32.32137,-102.551591,1,PK,12
2013,4808310,48,020902,ANGLETON ISD,9798648000,1900 N DOWNING RD,ANGLETON,TX,77515,3799,1900 N DOWNING RD,ANGLETON,TX,77515,3799,1,000,48039,BRAZORIA COUNTY,288,26420,1,00:00:00,4814,29.180913,-95.419077,1,PK,12
2013,4808340,48,043902,ANNA ISD,9729241000,501 S SHERLEY AVE,ANNA,TX,75409,0128,501 S SHERLEY AVE,ANNA,TX,75409,0128,1,000,48085,COLLIN COUNTY,206,19100,1,00:00:00,4804,33.34485,-96.548201,1,PK,12
2013,4808400,48,127901,ANSON ISD,3258233671,1431 COMMERCIAL AVE,ANSON,TX,79501,5207,1431 COMMERCIAL AVE,ANSON,TX,79501,5207,1,000,48253,JONES COUNTY,N,10180,1,00:00:00,4819,32.753807,-99.896795,1,PK,12
2013,4808430,48,071906,ANTHONY ISD,9158866500,840 SIXTH ST,ANTHONY,TX,79821,1279,840 SIXTH ST,ANTHONY,TX,79821,1279,1,000,48141,EL PASO COUNTY,238,21340,1,00:00:00,4816,31.99451,-106.600774,1,PK,12
2013,4808460,48,110901,ANTON ISD,8069972301,P O BOX 309,ANTON,TX,79313,0309,100 ELLWOOD BLVD,ANTON,TX,79313,0309,1,000,48219,HOCKLEY COUNTY,352,30220,2,00:00:00,4819,33.814379,-102.16323,1,PK,12
2013,4808490,48,228905,APPLE SPRINGS ISD,9368313344,P O BOX 125,APPLE SPRINGS,TX,75926,0125,9120 FM 2501,APPLE SPRINGS,TX,75926,0125,1,000,48455,TRINITY COUNTY,288,26660,2,00:00:00,4808,31.224561,-94.971212,1,PK,12
2013,4808520,48,109912,AQUILLA ISD,2546943770,404 N RICHARDS,AQUILLA,TX,76622,9701,404 N RICHARDS,AQUILLA,TX,76622,9701,1,000,48217,HILL COUNTY,N,N,0,00:00:00,4825,31.854469,-97.219297,1,PK,12
2013,4808550,48,004901,ARANSAS COUNTY ISD,3617902212,P O BOX 907,ROCKPORT,TX,78381,0907,1700 OMOHUNDRO,ROCKPORT,TX,78382,0907,1,000,48007,ARANSAS COUNTY,204,18580,1,00:00:00,4827,28.040667,-97.044914,1,PK,12
2013,4808580,48,205901,ARANSAS PASS ISD,3617583466,2300 MCMULLEN LANE STE 600,ARANSAS PASS,TX,78336,2442,2300 MCMULLEN LANE STE 600,ARANSAS PASS,TX,78336,2442,1,000,48409,SAN PATRICIO COUNTY,204,18580,1,00:00:00,4827,27.912239,-97.170268,1,PK,12
2013,4808610,48,005901,ARCHER CITY ISD,9405744536,P O BOX 926,ARCHER CITY,TX,76351,0926,600 S ASH,ARCHER CITY,TX,76351,0926,1,000,48009,ARCHER COUNTY,N,48660,1,00:00:00,4813,33.589336,-98.629982,1,PK,12
2013,4808670,48,061910,ARGYLE ISD,9404647241,800 EAGLE DR,ARGYLE,TX,76226,0989,800 EAGLE DR,ARGYLE,TX,76226,0989,1,000,48121,DENTON COUNTY,206,19100,1,00:00:00,4826,33.12477,-97.186851,1,PK,12
2013,4808700,48,220901,ARLINGTON ISD,6828674611,1203 W PIONEER PKWY,ARLINGTON,TX,76013,6246,1203 W PIONEER PKWY,ARLINGTON,TX,76013,6246,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4806,32.70981,-97.124461,1,PK,12
2013,4808730,48,212901,ARP ISD,9038598482,P O BOX 70,ARP,TX,75750,0070,101 TONEY DR,ARP,TX,75750,0070,1,000,48423,SMITH COUNTY,540,46340,1,00:00:00,4801,32.258797,-95.076099,1,PK,12
2013,4808870,48,107901,ATHENS ISD,9036776903,104 HAWN ST,ATHENS,TX,75751,2423,104 HAWN ST,ATHENS,TX,75751,2423,1,000,48213,HENDERSON COUNTY,206,11980,2,00:00:00,4805,32.2042,-95.858851,1,PK,12
2013,4808880,48,034901,ATLANTA ISD,9037964194,106 W MAIN ST,ATLANTA,TX,75551,2211,106 W MAIN ST,ATLANTA,TX,75551,2211,1,000,48067,CASS COUNTY,N,N,0,00:00:00,4804,33.114316,-94.166032,1,PK,12
2013,4808910,48,061907,AUBREY ISD,9406680060,415 TISDELL LN,AUBREY,TX,76227,9619,415 TISDELL LN,AUBREY,TX,76227,9619,1,000,48121,DENTON COUNTY,206,19100,1,00:00:00,4826,33.30598,-96.981151,1,PK,12
2013,4808940,48,227901,AUSTIN ISD,5124141700,1111 W 6TH ST,AUSTIN,TX,78703,5399,1111 W 6TH ST,AUSTIN,TX,78703,5399,1,000,48453,TRAVIS COUNTY,N,12420,1,00:00:00,4821,30.27207,-97.756051,1,PK,12
2013,4809000,48,196901,AUSTWELL-TIVOLI ISD,3612863212,207 REDFISH ST,TIVOLI,TX,77990,4500,207 REDFISH ST,TIVOLI,TX,77990,4500,1,000,48391,REFUGIO COUNTY,N,N,0,00:00:00,4827,28.45684,-96.890911,1,KG,12
2013,4809030,48,070901,AVALON ISD,9726273251,P O BOX 455,AVALON,TX,76623,0455,104 F M 55,AVALON,TX,76623,0455,1,000,48139,ELLIS COUNTY,206,19100,1,00:00:00,4806,32.204622,-96.791793,1,PK,12
2013,4809060,48,194902,AVERY ISD,9036843460,150 SAN ANTONIO ST,AVERY,TX,75554,9551,150 SAN ANTONIO ST,AVERY,TX,75554,9551,1,000,48387,RED RIVER COUNTY,N,N,0,00:00:00,4804,33.55387,-94.785454,1,PK,12
2013,4809090,48,034902,AVINGER ISD,9035621271,245 CONNOR ST,AVINGER,TX,75630,9501,245 CONNOR ST,AVINGER,TX,75630,9501,1,000,48067,CASS COUNTY,N,N,0,00:00:00,4804,32.901985,-94.561061,1,KG,12
2013,4809150,48,161918,AXTELL ISD,2548635301,308 OTTAWA,AXTELL,TX,76624,0429,308 OTTAWA,AXTELL,TX,76624,0429,1,000,48309,MCLENNAN COUNTY,N,47380,1,00:00:00,4817,31.65895,-96.974091,1,PK,12
2013,4809200,48,220915,AZLE ISD,8174443235,300 ROE ST,AZLE,TX,76020,3194,300 ROE ST,AZLE,TX,76020,3194,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4812,32.896559,-97.544656,1,PK,12
2013,4809280,48,030903,BAIRD ISD,3258541400,P O BOX 1147,BAIRD,TX,79504,1147,600 W 7TH ST,BAIRD,TX,79504,3200,1,000,48059,CALLAHAN COUNTY,N,10180,1,00:00:00,4811,32.39805,-99.40014,1,PK,12
2013,4809300,48,200901,BALLINGER ISD,3253653588,P O BOX 231,BALLINGER,TX,76821,0231,802 CONDA AVE,BALLINGER,TX,76821,0231,1,000,48399,RUNNELS COUNTY,N,N,0,00:00:00,4811,31.752208,-99.971417,1,PK,12
2013,4809330,48,195902,BALMORHEA ISD,4323752223,P O BOX 368,BALMORHEA,TX,79718,0368,1ST AND EL PASO ST,BALMORHEA,TX,79718,0368,1,000,48389,REEVES COUNTY,N,37780,2,00:00:00,4823,30.983214,-103.746939,1,PK,12
2013,4809360,48,010902,BANDERA ISD,8307963313,P O BOX 727,BANDERA,TX,78003,0727,815 PECAN ST,BANDERA,TX,78003,0727,1,000,48019,BANDERA COUNTY,N,41700,1,00:00:00,4821,29.723767,-99.076781,1,PK,12
2013,4809390,48,025901,BANGS ISD,3257526612,P O BOX 969,BANGS,TX,76823,0969,200 E HALL,BANGS,TX,76823,0969,1,000,48049,BROWN COUNTY,N,15220,2,00:00:00,4811,31.71711,-99.131311,1,PK,12
2013,4809410,48,178913,BANQUETE ISD,3613872551,P O BOX 369,BANQUETE,TX,78339,0369,4339 FOURTH ST,BANQUETE,TX,78339,0369,1,000,48355,NUECES COUNTY,204,18580,1,00:00:00,4827,27.8056,-97.796741,1,PK,12
2013,4809450,48,036902,BARBERS HILL ISD,2815762221,P O BOX 1108,MONT BELVIEU,TX,77580,1108,9600 EAGLE DR,BAYTOWN,TX,77523,1108,1,000,48071,CHAMBERS COUNTY,288,26420,1,00:00:00,4836,29.837803,-94.851168,1,PK,12
2013,4809540,48,014902,BARTLETT ISD,2545274247,P O BOX 170,BARTLETT,TX,76511,0170,404 N ROBINSON,BARTLETT,TX,76511,0170,1,000,48027,BELL COUNTY,N,28660,1,00:00:00,4831,30.797272,-97.422386,1,PK,12
2013,4809570,48,011901,BASTROP ISD,5123212292,906 FARM ST,BASTROP,TX,78602,3310,906 FARM ST,BASTROP,TX,78602,3310,1,000,48021,BASTROP COUNTY,N,12420,1,00:00:00,4810,30.11304,-97.315591,1,PK,12
2013,4809630,48,158901,BAY CITY ISD,9792455766,520 7TH ST,BAY CITY,TX,77414,1067,520 7TH ST,BAY CITY,TX,77414,1067,1,000,48321,MATAGORDA COUNTY,288,13060,2,00:00:00,4827,28.982476,-95.983691,1,PK,12
2013,4809670,48,123910,BEAUMONT ISD,4096175000,3395 HARRISON AVE,BEAUMONT,TX,77706,5009,3395 HARRISON AVE,BEAUMONT,TX,77706,5009,1,000,48245,JEFFERSON COUNTY,N,13140,1,00:00:00,4814,30.089399,-94.136984,1,PK,12
2013,4809690,48,183901,BECKVILLE ISD,9036783311,P O BOX 37,BECKVILLE,TX,75631,0037,4398 SH 149,BECKVILLE,TX,75631,0037,1,000,48365,PANOLA COUNTY,N,N,0,00:00:00,4801,32.261329,-94.428338,1,PK,12
2013,4809720,48,013901,BEEVILLE ISD,3613587111,201 N SAINT MARYS ST,BEEVILLE,TX,78102,4606,201 N SAINT MARYS ST,BEEVILLE,TX,78102,4606,1,000,48025,BEE COUNTY,N,13300,2,00:00:00,4834,28.40295,-97.748676,1,PK,12
2013,4809750,48,039904,BELLEVUE ISD,9409282104,P O BOX 38,BELLEVUE,TX,76228,0038,500 SEVENTH ST,BELLEVUE,TX,76228,0038,1,000,48077,CLAY COUNTY,N,48660,1,00:00:00,4813,33.628871,-98.012549,1,KG,12
2013,4809780,48,091901,BELLS ISD,9039657721,1550 OLE AMBROSE RD,BELLS,TX,75414,2689,1550 OLE AMBROSE RD,BELLS,TX,75414,2689,1,000,48181,GRAYSON COUNTY,206,43300,1,00:00:00,4804,33.633644,-96.406195,1,PK,12
2013,4809810,48,008901,BELLVILLE ISD,9798653133,518 S MATHEWS,BELLVILLE,TX,77418,2711,518 S MATHEWS,BELLVILLE,TX,77418,2711,1,000,48015,AUSTIN COUNTY,288,26420,1,00:00:00,4810,29.945693,-96.256163,1,PK,12
2013,4809860,48,014903,BELTON ISD,2542152000,P O BOX 269,BELTON,TX,76513,0269,400 N WALL,BELTON,TX,76513,0269,1,000,48027,BELL COUNTY,N,28660,1,00:00:00,4831,31.058381,-97.459781,1,PK,12
2013,4809870,48,125902,BEN BOLT-PALITO BLANCO ISD,3616649904,P O BOX 547,BEN BOLT,TX,78342,0547,172 BADGER LN,BEN BOLT,TX,78342,0547,1,000,48249,JIM WELLS COUNTY,204,10860,2,00:00:00,4834,27.647522,-98.081258,1,PK,12
2013,4809980,48,138904,BENJAMIN ISD,9404592231,P O BOX 166,BENJAMIN,TX,79505,0166,300 HAYES ST,BENJAMIN,TX,79505,0166,1,000,48275,KNOX COUNTY,N,N,0,00:00:00,4813,33.584066,-99.789903,1,PK,12
2013,4810140,48,230901,BIG SANDY ISD,9036365318,P O BOX 598,BIG SANDY,TX,75755,0598,401 WILDCAT DR,BIG SANDY,TX,75755,0598,1,000,48459,UPSHUR COUNTY,346,30980,1,00:00:00,4801,32.58798,-95.111921,1,PK,12
2013,4810170,48,187901,BIG SANDY ISD,9365631000,P O BOX 188,DALLARDSVILLE,TX,77332,0188,9180 FM 1276,DALLARDSVILLE,TX,77332,0188,1,000,48373,POLK COUNTY,N,N,0,00:00:00,4836,30.628366,-94.635712,1,PK,12
2013,4810200,48,114901,BIG SPRING ISD,4322643600,708 E 11TH PL,BIG SPRING,TX,79720,4696,708 E 11TH PL,BIG SPRING,TX,79720,4696,1,000,48227,HOWARD COUNTY,N,13700,2,00:00:00,4819,32.246076,-101.465274,1,PK,12
2013,4810230,48,220902,BIRDVILLE ISD,8175475700,6125 E BELKNAP ST,HALTOM CITY,TX,76117,4204,6125 E BELKNAP ST,HALTOM CITY,TX,76117,4204,1,000,48439,TARRANT COUNTY,206,19100,1,00:00:00,4812,32.80534,-97.247971,1,PK,12
2013,4810260,48,178902,BISHOP CISD,3615843591,719 E SIXTH ST,BISHOP,TX,78343,2708,719 E SIXTH ST,BISHOP,TX,78343,2708,1,000,48355,NUECES COUNTY,204,18580,1,00:00:00,4827,27.580606,-97.793083,1,PK,12
2013,4810320,48,016902,BLANCO ISD,8308334414,814 ELEVENTH ST,BLANCO,TX,78606,0340,814 ELEVENTH ST,BLANCO,TX,78606,0340,1,000,48031,BLANCO COUNTY,N,N,0,00:00:00,4821,30.10563,-98.422921,1,PK,12
2013,4810350,48,116915,BLAND ISD,9037762239,P O BOX 216,MERIT,TX,75458,0216,2556 LK AVE,MERIT,TX,75458,0216,1,000,48231,HUNT COUNTY,206,19100,1,00:00:00,4804,33.21692,-96.287707,1,PK,12
2013,4810380,48,025904,BLANKET ISD,3257485311,901 AVE H,BLANKET,TX,76432,2584,901 AVE H,BLANKET,TX,76432,2584,1,000,48049,BROWN COUNTY,N,15220,2,00:00:00,4811,31.821753,-98.79145,1,PK,12
2013,4810440,48,034909,BLOOMBURG ISD,9037285216,307 W CYPRESS ST,BLOOMBURG,TX,75556,0156,307 W CYPRESS ST,BLOOMBURG,TX,75556,0156,1,000,48067,CASS COUNTY,N,N,0,00:00:00,4804,33.135619,-94.061694,1,PK,12
2013,4810470,48,175902,BLOOMING GROVE ISD,9036952541,P O BOX 258,BLOOMING GROVE,TX,76626,0258,212 W GRADY ST,BLOOMING GROVE,TX,76626,0258,1,000,48349,NAVARRO COUNTY,206,18620,2,00:00:00,4806,32.087808,-96.713004,1,PK,12
2013,4810500,48,235901,BLOOMINGTON ISD,3618971652,P O BOX 158,BLOOMINGTON,TX,77951,0158,2875 F M 616,VICTORIA,TX,77905,0158,1,000,48469,VICTORIA COUNTY,544,47020,1,00:00:00,4827,28.672522,-96.85506,1,PK,12
2013,4810590,48,043917,BLUE RIDGE ISD,9727525554,318 W SCHOOL ST,BLUE RIDGE,TX,75424,9730,318 W SCHOOL ST,BLUE RIDGE,TX,75424,9730,1,000,48085,COLLIN COUNTY,206,19100,1,00:00:00,4804,33.304472,-96.402966,1,PK,12
2013,4810620,48,072904,BLUFF DALE ISD,2547283277,P O BOX 101,BLUFF DALE,TX,76433,0101,710 CHURCH ST,BLUFF DALE,TX,76433,0101,1,000,48143,ERATH COUNTY,N,44500,2,00:00:00,4811,32.34975,-98.024381,1,PK,08
2013,4810650,48,109913,BLUM ISD,2548745231,P O BOX 520,BLUM,TX,76627,0520,310 S AVE F,BLUM,TX,76627,0520,1,000,48217,HILL COUNTY,N,N,0,00:00:00,4825,32.139384,-97.395657,1,PK,12
2013,4810710,48,130901,BOERNE ISD,8303572000,123 W JOHNS RD,BOERNE,TX,78006,2023,123 W JOHNS RD,BOERNE,TX,78006,2023,1,000,48259,KENDALL COUNTY,N,41700,1,00:00:00,4821,29.796008,-98.734662,1,PK,12
2013,4810740,48,116916,BOLES ISD,9038834464,9777 F M 2101,QUINLAN,TX,75474,4434,9777 F M 2101,QUINLAN,TX,75474,4434,1,000,48231,HUNT COUNTY,206,19100,1,00:00:00,4804,32.947368,-96.101419,1,PK,12
2013,4810780,48,241901,BOLING ISD,9796572770,P O BOX 160,BOLING,TX,77420,0160,301 TEXAS AVE,BOLING,TX,77420,0160,1,000,48481,WHARTON COUNTY,288,20900,2,00:00:00,4827,29.26452,-95.941511,1,PK,12
2013,4810800,48,074903,BONHAM ISD,9035835526,1005 CHESTNUT ST,BONHAM,TX,75418,3028,1005 CHESTNUT ST,BONHAM,TX,75418,3028,1,000,48147,FANNIN COUNTY,N,N,0,00:00:00,4804,33.582639,-96.176572,1,PK,12
2013,4810830,48,148901,BOOKER ISD,8066584501,P O BOX 288,BOOKER,TX,79005,0288,600 S MAIN,BOOKER,TX,79005,0288,1,000,48295,LIPSCOMB COUNTY,N,N,0,00:00:00,4813,36.449593,-100.53883,1,PK,12
2013,4810860,48,017901,BORDEN COUNTY ISD,8067564313,P O BOX 95,GAIL,TX,79738,0095,240 W KINCAID,GAIL,TX,79738,0095,1,000,48033,BORDEN COUNTY,N,N,0,00:00:00,4819,32.773451,-101.456207,1,PK,12
2013,4810890,48,117901,BORGER ISD,8062736481,200 E 9TH ST,BORGER,TX,79007,3612,200 E 9TH ST,BORGER,TX,79007,3612,1,000,48233,HUTCHINSON COUNTY,108,14420,2,00:00:00,4813,35.675428,-101.388707,1,PK,12
2013,4810910,48,161923,BOSQUEVILLE ISD,2547573113,7636 ROCK CREEK RD,WACO,TX,76708,7225,7636 ROCK CREEK RD,WACO,TX,76708,7225,1,000,48309,MCLENNAN COUNTY,N,47380,1,00:00:00,4817,31.6178,-97.195721,1,PK,12
2013,4810950,48,185901,BOVINA ISD,8062511336,P O BOX 70,BOVINA,TX,79009,0070,500 HALSELL ST,BOVINA,TX,79009,0070,1,000,48369,PARMER COUNTY,N,N,0,00:00:00,4819,34.514216,-102.889009,1,PK,12
2013,4810990,48,169901,BOWIE ISD,9408721151,P O BOX 1168,BOWIE,TX,76230,1168,100 W WICHITA ST,BOWIE,TX,76230,1168,1,000,48337,MONTAGUE COUNTY,N,N,0,00:00:00,4813,33.55605,-97.849571,1,PK,12
2013,4811010,48,249902,BOYD ISD,9404332327,P O BOX 92308,BOYD,TX,76023,3608,600 KNOX AVE,BOYD,TX,76023,3608,1,000,48497,WISE COUNTY,206,19100,1,00:00:00,4813,33.075493,-97.572492,1,PK,12
2013,4811040,48,180901,BOYS RANCH ISD,8065342221,P O BOX 219,BOYS RANCH,TX,79010,0219,163 RIVER RD,BOYS RANCH,TX,79010,0219,1,000,48359,OLDHAM COUNTY,108,11100,1,00:00:00,4813,35.531095,-102.254501,1,PK,12
2013,4811070,48,136901,BRACKETT ISD,8305632491,P O BOX 586,BRACKETTVILLE,TX,78832,0586,201 N ANN ST,BRACKETTVILLE,TX,78832,0586,1,000,48271,KINNEY COUNTY,N,N,0,00:00:00,4823,29.31653,-100.413951,1,PK,12
2013,4811110,48,160901,BRADY ISD,3255972301,1003 W 11TH ST,BRADY,TX,76825,4527,1003 W 11TH ST,BRADY,TX,76825,4527,1,000,48307,MCCULLOCH COUNTY,N,N,0,00:00:00,4811,31.126635,-99.34301,1,PK,12
2013,4811190,48,020905,BRAZOSPORT ISD,9797307000,P O DRAWER Z,FREEPORT,TX,77541,1926,301 W BRAZOSWOOD DR,CLUTE,TX,77531,3598,1,000,48039,BRAZORIA COUNTY,288,26420,1,00:00:00,4814,29.02456,-95.412971,1,PK,12
2013,4811220,48,215901,BRECKENRIDGE ISD,2545592278,P O BOX 1738,BRECKENRIDGE,TX,76424,1738,208 N MILLER,BRECKENRIDGE,TX,76424,1738,1,000,48429,STEPHENS COUNTY,N,N,0,00:00:00,4811,32.756367,-98.907485,1,PK,12
2013,4811250,48,198901,BREMOND ISD,2547467145,P O BOX 190,BREMOND,TX,76629,0190,601 W COLLINS ST,BREMOND,TX,76629,0190,1,000,48395,ROBERTSON COUNTY,N,17780,1,00:00:00,4817,31.168306,-96.680439,1,PK,12
2013,4811280,48,239901,BRENHAM ISD,9792773700,P O BOX 1147,BRENHAM,TX,77834,1147,711 E MANSFIELD,BRENHAM,TX,77833,4732,1,000,48477,WASHINGTON COUNTY,288,14780,2,00:00:00,4810,30.15703,-96.388251,1,PK,12
2013,4811310,48,181901,BRIDGE CITY ISD,4097351502,1031 W ROUNDBUNCH RD,BRIDGE CITY,TX,77611,0847,1031 W ROUNDBUNCH RD,BRIDGE CITY,TX,77611,0847,1,000,48361,ORANGE COUNTY,N,13140,1,00:00:00,4836,30.035012,-93.852674,1,PK,12
2013,4811340,48,249903,BRIDGEPORT ISD,9406835124,2107 15TH ST,BRIDGEPORT,TX,76426,0036,2107 15TH ST,BRIDGEPORT,TX,76426,0036,1,000,48497,WISE COUNTY,206,19100,1,00:00:00,4813,33.219399,-97.752217,1,PK,12
2013,4811400,48,242906,FORT ELLIOTT CISD,8063752454,P O BOX 138,BRISCOE,TX,79011,0138,501 E WILSON,BRISCOE,TX,79011,0138,1,000,48211,HEMPHILL COUNTY,N,N,0,00:00:00,4813,35.619499,-100.262976,1,PK,12
2013,4811430,48,203902,BROADDUS ISD,9368723610,P O BOX 58,BROADDUS,TX,75929,0058,1 BULLDOG PLAZA,BROADDUS,TX,75929,0058,1,000,48405,SAN AUGUSTINE COUNTY,N,N,0,00:00:00,4801,31.258624,-94.310837,1,PK,12
2013,4811460,48,184909,BROCK ISD,8175947642,410 EAGLE SPIRIT LN,BROCK,TX,76087,9636,410 EAGLE SPIRIT LN,BROCK,TX,76087,9636,1,000,48367,PARKER COUNTY,206,19100,1,00:00:00,4812,32.671221,-97.92937,1,PK,12
2013,4811490,48,041901,BRONTE ISD,3254732511,P O BOX 670,BRONTE,TX,76933,0670,210 S JEFFERSON,BRONTE,TX,76933,0670,1,000,48081,COKE COUNTY,N,N,0,00:00:00,4811,31.886526,-100.296872,1,PK,12
2013,4811520,48,121902,BROOKELAND ISD,4096982677,187 WILDCAT WALK,BROOKELAND,TX,75931,0008,LOOP 149,BROOKELAND,TX,75931,0008,1,000,48241,JASPER COUNTY,N,N,0,00:00:00,4836,31.090279,-94.019891,1,PK,12
2013,4811550,48,025908,BROOKESMITH ISD,3256433023,P O BOX 706,BROOKESMITH,TX,76827,0706,13400 FM 586 S,BROOKESMITH,TX,76827,0706,1,000,48049,BROWN COUNTY,N,15220,2,00:00:00,4811,31.548014,-99.118216,1,PK,12
2013,4811580,48,024901,BROOKS COUNTY ISD,3613258000,P O BOX 589,FALFURRIAS,TX,78355,0589,200 E ALLEN ST,FALFURRIAS,TX,78355,4321,1,000,48047,BROOKS COUNTY,N,N,0,00:00:00,4815,27.2248,-98.143231,1,PK,12
2013,4811610,48,223901,BROWNFIELD ISD,8066372591,601 TAHOKA RD,BROWNFIELD,TX,79316,3631,601 TAHOKA RD,BROWNFIELD,TX,79316,3631,1,000,48445,TERRY COUNTY,N,N,0,00:00:00,4819,33.181155,-102.269763,1,PK,12
2013,4811640,48,107902,BROWNSBORO ISD,9038523701,P O BOX 465,BROWNSBORO,TX,75756,0465,HWY 31 W,BROWNSBORO,TX,75756,0465,1,000,48213,HENDERSON COUNTY,206,11980,2,00:00:00,4805,32.287428,-95.59162,1,PK,12
